Recency,Frequency,Monetary,Is_Churn
205,25,393.33000000000004,1
174,2,660.0,1
3,1959,9329.38,0
161,3,495.0,0
262,1,204.0,0
43,3,486.36,0
142,3,406.08000000000004,1
237,5,211.8,0
145,20,394.44,1
105,26,412.78000000000003,1
56,47,1002.9100000000001,0
84,21,320.58000000000004,1
16,106,608.71,0
96,53,899.63,1
22,69,1571.29,0
142,12,331.58000000000004,0
135,25,630.08,0
162,8,114.56,1
166,20,344.90000000000003,1
168,16,300.19,0
20,115,1989.23,0
27,74,1501.06,0
70,31,693.8100000000001,1
198,8,187.50000000000003,0
56,30,597.09,1
5,1323,176355.94,0
101,30,243.22,1
112,49,584.22,0
111,60,416.32,0
238,29,344.81,0
122,14,810.56,0
69,80,291.05,1
55,93,638.94,0
17,14,123.14,0
45,157,1641.55,0
0,14,128.95,0
134,92,524.86,0
196,41,731.66,0
13,388,5488.22,0
141,170,1269.99,1
180,132,411.53,1
134,61,765.5500000000001,1
267,15,373.49,0
47,28,1690.92,0
21,223,24196.4,0
111,5,393.95,0
87,2,52.0,1
115,189,519.26,0
6,15,628.38,1
29,244,3852.54,0
108,13,112.80000000000001,1
51,29,216.71,0
112,17,439.6,0
37,68,591.55,1
164,8,172.9,1
19,90,1458.54,0
118,22,188.61,1
114,8,109.13000000000001,1
89,77,1557.6,0
72,238,1958.28,0
16,179,1687.7,0
42,68,221.16,0
98,1,179.0,1
54,14,701.1800000000001,0
12,138,3364.44,0
9,225,2064.42,0
12,7,115.72,0
27,243,1821.8799999999999,0
198,22,247.45000000000002,0
48,23,188.56,0
79,77,488.12,0
26,9,155.8,0
47,29,187.92,1
258,90,471.0,0
174,10,268.58,1
273,71,313.49,1
7,187,904.21,0
105,30,251.01999999999998,0
43,94,1618.3,0
10,190,9044.2,0
10,119,3496.31,0
28,15,1081.75,0
33,33,757.6500000000001,0
119,24,1307.6200000000001,0
97,89,1448.21,1
13,36,864.96,0
197,17,928.03,0
12,69,1220.26,1
149,18,328.2,1
23,75,1118.77,0
195,15,228.27,0
12,149,2867.68,0
44,71,1484.06,1
12,52,870.85,0
197,5,89.2,1
234,7,97.5,0
163,21,300.52,1
12,8,95.5,0
68,93,1531.32,0
27,4,133.20000000000002,0
8,667,6487.94,0
132,52,876.4200000000001,1
12,9,139.26,1
37,40,701.46,0
5,84,1862.22,0
27,35,730.86,1
180,41,386.15,1
219,6,200.10000000000002,1
223,4,114.68,0
19,28,364.04,0
103,40,679.54,0
66,6,131.45000000000002,1
7,840,5757.42,0
44,8,97.4,0
9,326,3840.44,0
62,44,845.5500000000001,1
213,19,109.25,0
44,188,1846.31,0
3,229,1869.33,0
269,30,155.43,1
97,4,271.85,1
100,63,1110.34,1
69,25,409.63,0
92,3,84.72,0
73,8,139.77,0
266,2,48.800000000000004,1
80,70,321.43,1
27,83,1339.3700000000001,0
96,17,2139.76,1
84,34,531.63,0
20,21,429.3,0
5,90,1345.56,0
167,4,62.85,1
79,106,2375.57,0
91,78,1688.48,0
23,87,2257.6800000000003,0
48,13,309.40000000000003,1
19,259,5025.25,0
211,21,325.75,1
156,14,206.13,0
40,79,1634.21,0
111,3,214.5,0
33,110,2301.63,0
19,20,645.65,1
48,29,522.52,0
104,11,296.86,0
48,21,304.1,0
272,3,37.2,0
5,27,1163.9,0
85,36,710.28,1
20,72,1297.07,0
3,50,391.31,0
161,13,327.25,1
78,62,354.75,0
110,28,519.68,1
7,47,1465.32,1
73,81,1083.02,0
85,26,363.27,0
63,25,358.48,0
31,15,765.3199999999999,1
152,18,364.8,1
107,20,369.2,1
236,10,135.9,1
153,7,125.65,1
48,33,554.38,1
10,287,6081.71,0
104,43,468.77000000000004,1
196,10,175.5,0
34,71,1011.3,0
1,60,822.12,0
24,294,2411.82,0
57,17,616.15,1
47,92,1931.82,0
5,2754,74437.05,0
146,14,482.79,0
83,62,917.15,0
177,8,142.28,0
49,42,701.28,0
15,45,1610.15,1
112,57,977.77,1
101,53,903.01,0
145,10,310.05,1
8,128,2372.86,1
106,10,586.0,0
265,17,363.53,1
182,39,828.84,0
197,10,1784.71,1
8,219,5072.88,0
30,13,759.56,0
44,96,2507.73,0
30,10,178.5,0
9,35,556.87,0
106,87,3534.61,0
153,12,58.49,1
47,42,499.68,1
9,51,537.32,0
71,2,88.3,0
54,176,3906.98,0
170,5,126.7,1
83,38,294.2,0
147,13,206.21,1
37,17,1119.75,0
28,18,114.77,1
7,32,1314.45,1
1,54,559.96,0
135,178,1537.28,0
146,8,102.12,1
80,17,110.17999999999999,0
98,87,296.75,1
265,2,163.2,0
111,40,334.54,1
180,37,119.31,0
78,9,155.28,0
70,75,429.87,1
15,115,1641.76,1
47,158,1246.32,1
8,780,4327.08,0
59,12,156.91,1
273,54,191.06,0
76,3,117.72999999999999,0
72,20,170.04,1
152,17,291.34000000000003,0
166,70,266.0,1
56,287,1119.08,0
16,427,5110.32,0
13,79,845.62,0
140,26,230.78,0
68,31,966.97,0
268,14,185.97,0
168,3,152.76,0
10,43,261.79,0
156,52,4959.1,1
9,281,1629.1,0
132,185,2664.83,0
77,59,245.69,0
87,110,517.45,0
14,1245,17631.71,0
70,67,180.35,1
99,5,135.93,1
36,280,5202.28,0
51,12,735.66,1
27,158,3863.33,0
169,22,343.62,1
16,81,324.53,0
173,3,121.17000000000002,1
50,34,377.74,0
219,30,215.78,1
56,40,478.6,0
175,25,1489.5,1
24,173,1245.66,0
7,183,1008.6,0
27,298,36575.0,0
117,45,814.04,0
113,5,370.79999999999995,1
64,138,2858.75,0
182,35,848.05,0
156,39,239.95999999999998,0
79,70,1109.53,1
272,1,106.2,1
175,12,588.6700000000001,0
85,44,861.96,0
5,42,748.87,1
72,49,880.85,1
5,315,6702.59,0
112,47,895.61,1
108,17,248.05,0
156,5,88.2,1
181,15,306.94,1
8,102,1677.23,0
208,23,381.32,1
115,26,457.81,1
16,96,4027.1,0
3,47,1370.6000000000001,1
82,3,39916.5,1
233,3,876.0,1
259,4,102.28,0
96,69,1027.44,1
34,19,532.98,0
41,72,1032.83,0
211,16,319.5,1
41,60,1300.25,1
145,28,484.95,1
26,19,376.55,0
272,16,288.5,0
16,96,1354.01,0
34,23,790.97,0
20,35,675.73,0
34,1,244.8,1
145,14,266.4,1
33,21,358.82,1
188,18,295.15,0
14,82,1633.78,1
106,53,1069.47,0
91,9,90.75,0
13,120,10795.48,0
26,81,1170.24,0
6,74,2796.73,0
69,22,330.11,1
5,48,842.23,0
27,29,982.42,1
27,36,614.86,0
139,9,139.05,1
139,13,178.96,1
15,57,1728.11,0
125,14,259.45,1
13,94,2968.94,0
127,41,724.03,0
64,91,1327.16,1
140,28,623.5,1
33,23,520.8000000000001,1
9,235,3569.62,0
13,132,2383.21,0
54,89,1505.37,0
12,353,8969.97,0
257,4,158.16,1
92,10,155.0,0
108,56,368.18,0
273,27,487.75,1
220,41,163.0,1
231,5,1289.5,1
35,61,886.74,0
222,11,135.75,1
160,3,40.5,1
133,46,1455.1200000000001,0
267,6,87.5,1
75,10,435.0,0
54,29,622.85,1
90,20,235.23000000000002,0
68,10,229.26000000000002,0
29,29,1552.04,0
6,154,11128.54,0
19,51,1044.32,1
26,212,4469.53,0
152,15,773.25,0
24,5,107.64,0
135,6,657.15,0
26,52,933.26,0
5,105,1328.32,0
257,9,316.58,1
27,24,476.29999999999995,0
45,3,53.10000000000001,0
63,16,323.52,0
125,20,331.18,1
265,23,383.07,0
141,5,101.8,1
218,24,328.35,1
83,46,651.63,0
16,131,3865.35,0
76,9,305.75,1
15,88,1284.05,0
266,5,403.25,1
218,5,585.0,1
125,20,755.75,1
258,14,322.08,1
134,23,409.40000000000003,1
210,8,154.41,1
115,43,876.82,0
29,89,2224.03,0
139,23,429.6,1
13,31,612.06,1
176,14,197.0,1
117,143,2247.51,1
198,15,321.05,1
103,76,1093.65,0
84,14,300.14,0
91,42,1045.38,0
27,91,1344.86,0
148,15,297.94,0
34,89,2515.84,1
138,33,514.15,1
22,6,356.0,1
7,278,5357.03,0
6,77,7452.12,0
83,14,300.55,0
69,12,173.85,0
27,18,300.36,1
48,6,98.45,1
183,7,317.15,1
68,34,623.16,1
0,77,1810.77,1
35,19,254.82,1
223,10,178.95000000000002,1
6,12,156.51,1
51,82,1506.1200000000001,1
238,6,119.3,1
55,7,1407.76,0
17,35,1850.29,0
16,134,1372.34,0
254,19,290.51,1
72,16,113.12,1
36,130,2191.78,0
55,79,2006.36,0
37,48,697.98,0
3,117,3392.59,0
72,83,3306.27,0
101,25,180.94,1
9,142,2599.4900000000002,0
42,91,2767.2,0
64,5,3035.01,0
13,170,3747.8,0
190,31,574.02,1
64,18,491.90000000000003,0
48,17,344.62,0
174,19,310.47,1
12,1701,45131.27,0
3,38,794.8000000000001,0
10,1,52.0,1
99,24,327.97,1
16,16,233.54,0
226,1,165.0,1
183,16,204.5,1
191,38,1159.47,0
3,49,162.29,1
233,29,311.71,1
34,42,754.0,0
266,35,1661.06,1
108,16,1028.56,1
56,99,351.67,1
218,41,257.9,0
29,24,406.09000000000003,1
232,17,252.42000000000002,1
266,5,201.60000000000002,1
58,72,473.81,1
273,5,115.65,1
269,51,274.67,0
154,63,777.02,1
5,437,2279.64,0
20,372,5639.81,0
261,7,418.92,1
272,16,326.0,1
154,3,331.8,0
215,12,208.61,0
258,8,105.54,0
145,65,1416.18,0
41,68,1513.46,0
37,27,2007.4,1
15,100,1686.9,0
28,3,168.0,1
17,102,989.02,0
69,194,3703.29,1
41,17,582.56,0
113,8,596.85,1
84,130,2127.12,0
69,41,642.41,1
86,31,394.14,1
170,10,140.54,1
72,1,500.0,1
260,19,338.98,0
181,8,124.10000000000001,0
104,54,1436.44,0
225,7,107.45,1
12,14,288.18,1
189,6,94.0,1
13,11,611.2,0
48,42,626.77,1
89,8,349.1,1
201,43,252.29,0
83,62,740.73,0
164,34,267.18,1
29,92,2702.67,0
24,22,382.21000000000004,0
71,10,190.53,1
142,5,36.2,0
213,48,572.8100000000001,1
55,151,3144.33,0
115,41,739.36,0
223,6,97.7,1
154,17,383.34,1
157,120,662.98,0
113,41,533.3,1
7,32,587.28,0
134,130,489.05,0
162,45,200.16,1
31,25,156.57999999999998,1
36,32,237.66,0
148,2,594.0,1
9,74,684.8,0
164,5,113.5,1
230,9,155.17000000000002,1
212,28,494.64,1
85,40,647.7,0
164,43,247.25,0
31,109,485.01,0
262,25,179.1,1
183,60,447.22,1
162,58,237.07,1
254,58,216.76,1
43,7,169.8,0
238,157,1048.85,1
38,75,5992.129999999999,0
45,39,402.56,0
20,16,304.3,0
13,76,371.56,1
16,45,905.5,1
65,22,2103.5,0
61,88,233.81,1
236,43,1278.63,0
111,23,348.26,0
0,149,2800.9300000000003,0
49,195,1318.75,0
21,88,1127.38,0
219,10,970.6,0
20,378,9126.37,0
23,172,5955.53,0
262,70,147.09,1
13,40,2091.14,0
38,53,209.35,0
71,46,492.36,1
89,92,1000.27,1
230,1,250.0,1
55,7,121.0,1
6,212,8928.87,0
125,108,2561.94,0
133,27,267.03,1
24,190,1624.76,0
48,149,2116.98,0
273,57,313.93,0
44,82,1330.79,0
154,26,229.33,1
42,386,2399.08,0
49,94,1168.73,0
31,203,1225.79,0
73,75,536.4,1
63,24,110.92,1
14,29,85.13000000000001,1
188,28,127.86,1
19,200,2772.37,0
271,31,135.32999999999998,0
10,361,2770.71,0
57,104,1631.68,0
6,49,433.28,0
117,17,90.12,1
177,14,217.2,1
3,504,2819.94,0
49,16,449.66999999999996,0
251,1,134.55,1
100,62,735.62,0
3,31,1375.71,1
41,245,2826.68,0
9,132,1555.29,0
77,168,702.25,1
51,39,258.88,1
62,13,127.1,1
213,26,199.6,0
20,149,3679.9700000000003,1
0,36,541.51,0
62,36,154.65,0
76,31,455.3,1
42,5,456.84,0
155,29,478.53,1
134,15,267.91,0
0,77,1406.59,1
104,29,448.83,0
22,337,5585.46,0
100,17,542.95,0
152,39,690.1800000000001,0
19,65,2439.38,0
236,13,104.76,1
20,18,285.68,0
84,16,298.48,1
3,24,947.14,0
5,305,7367.85,0
36,12,222.831,0
120,60,875.01,0
97,138,2602.0,0
41,19,301.03000000000003,1
16,34,588.13,1
3,64,1534.26,1
229,20,281.88,0
28,77,1313.55,0
104,21,396.86,0
21,114,2351.84,0
182,8,306.7,0
34,25,425.32,1
21,336,8919.34,0
5,119,1887.2,1
91,33,664.0,1
66,238,813.0,1
57,35,447.64000000000004,1
104,25,657.35,1
236,2,816.0,1
160,16,227.32,0
15,4,48.0,0
143,34,560.6700000000001,1
78,35,563.63,0
90,48,1024.1000000000001,1
35,52,884.34,0
217,5,309.8,1
6,9,138.14,1
68,116,2242.01,1
117,1,76.32000000000001,1
3,30,565.54,0
196,12,173.05,1
26,56,1334.49,0
56,113,2104.39,0
113,60,1379.6599999999999,0
55,16,225.39000000000001,0
183,61,897.8,0
54,22,260.26,0
266,30,478.89,0
83,32,703.22,0
17,10,193.75,1
86,97,1679.45,0
19,9,254.1,1
0,8,111.0,0
152,2,136.8,1
76,40,3305.7799999999997,0
166,22,409.98,1
120,104,1637.9,0
72,86,696.68,1
10,127,857.0,0
164,5,211.5,1
40,117,2293.62,1
101,6,143.1,1
16,29,450.05,0
38,235,2700.4300000000003,0
183,6,133.25,1
9,41,766.3100000000001,0
43,19,356.7,1
45,118,1118.81,1
134,7,150.3,1
26,693,3553.5,0
8,48,1424.8,0
264,41,203.10000000000002,1
101,11,218.25,1
7,263,4609.29,0
112,5,85.0,1
106,29,467.43,0
112,14,294.12,1
182,10,162.3,1
14,26,1339.45,1
47,54,897.9300000000001,0
9,122,3558.41,0
13,34,434.05,0
136,18,302.85,0
34,28,196.88,1
20,45,549.47,0
135,10,44534.3,1
70,133,1109.83,0
15,278,1623.63,0
204,1,79.2,1
146,6,91.8,0
8,66,1144.83,0
52,136,364.84,0
117,16,261.36,0
118,7,253.04000000000002,1
7,178,3276.62,0
15,27,621.83,1
1,86,41863.72,0
145,7,104.9,1
33,18,241.62,1
141,21,1047.1100000000001,1
83,29,475.28000000000003,1
37,11,211.3,0
57,55,1665.8300000000002,0
14,166,3160.84,0
258,25,351.3,1
104,54,1223.24,0
168,3,306.64,0
49,42,610.01,1
9,85,1575.72,0
13,8,2207.4,1
85,37,481.24,0
7,119,699.08,1
9,9,137.22,0
42,1,451.42,1
8,122,2076.91,0
6,197,3568.0,0
57,23,521.88,0
206,208,3734.9700000000003,1
84,27,399.21000000000004,0
70,87,1361.19,0
5,105,1773.8,0
7,41,1801.14,1
107,40,1303.9099999999999,1
40,40,1874.7,0
31,101,1585.47,0
219,17,206.98,1
259,16,440.2,0
272,1,15.0,1
72,20,532.94,1
110,28,720.0,0
14,99,1598.16,0
40,26,325.44,0
24,23,451.11,0
154,54,836.79,1
65,196,1791.82,0
37,35,675.51,0
8,103,14153.5,0
48,20,299.18,0
72,17,241.74,0
118,24,613.26,0
203,8,118.95,1
44,93,2526.76,0
188,9,180.68,0
68,47,118.88,0
86,22,160.71,1
40,97,2393.69,0
36,80,712.24,1
0,427,10098.45,0
189,102,816.22,0
24,79,654.28,0
34,204,1130.0,0
12,100,659.73,0
92,2,9.2,0
77,7,414.26,0
113,16,313.93,0
1,45,230.53,1
13,362,2949.91,0
177,15,149.64,1
77,87,2207.75,0
269,105,343.28,1
212,29,501.39,1
98,23,516.36,1
209,1,15.0,0
56,93,446.87,1
126,62,524.52,1
153,41,263.55,1
49,11,179.17,1
94,24,222.05,1
126,74,1002.99,0
268,4,56.25,1
54,24,110.49,0
127,26,641.64,0
44,70,797.71,0
76,123,529.52,0
73,7,191.94,1
107,135,550.61,0
78,19,264.62,1
91,70,848.53,0
147,12,123.1,1
90,40,334.23,1
268,49,270.72,0
54,60,167.5,1
72,25,336.03000000000003,1
273,11,369.5,1
272,21,127.08,1
94,12,207.15,1
7,77,1885.95,0
139,12,416.86,1
12,18,404.58000000000004,1
7,74,5860.25,0
211,1,35.8,1
33,14,337.44,1
176,6,325.1,1
265,2,181.0,1
6,68,1091.38,0
185,22,375.17,0
59,30,327.8,0
111,39,826.14,0
6,89,2463.65,0
267,16,156.19,0
218,35,173.8,0
85,10,308.7,0
203,11,314.09999999999997,1
8,20,2109.45,0
266,4,307.82000000000005,1
33,124,2547.13,0
65,98,430.94,1
154,20,760.18,0
37,62,2458.2,0
260,81,1148.27,0
0,214,1848.76,0
23,37,1142.42,1
20,86,1206.42,0
187,23,401.37,0
16,112,907.86,0
71,342,2112.06,0
34,58,1793.9,0
82,93,298.08,0
111,8,101.4,1
80,160,733.45,0
104,6,139.15,0
59,66,462.19,0
145,86,407.5,1
19,137,1725.28,0
28,52,1132.12,0
9,65,21587.74,0
52,137,529.9300000000001,0
96,126,817.57,0
80,15,161.9,0
36,107,2952.25,0
160,76,628.28,1
92,65,500.69,0
37,15,776.22,0
7,175,52387.24,0
209,29,331.24,1
147,39,305.63,0
8,720,5878.3,0
96,22,437.70000000000005,1
163,11,188.73000000000002,0
169,39,855.02,1
77,23,393.33,0
48,46,876.1800000000001,0
41,5,2739.8,0
7,27,460.28,0
111,31,676.49,0
19,83,1340.7,1
273,8,256.44,1
73,10,137.9,1
22,62,1124.19,0
45,70,783.9,1
120,8,134.8,1
111,60,1059.54,0
63,134,951.3000000000001,0
33,48,778.14,0
160,23,335.32,1
265,74,372.09,1
24,6,316.38,0
188,23,584.3199999999999,1
197,1,122.4,1
20,55,887.8000000000001,0
183,1,79.2,1
174,5,130.26,0
85,63,992.37,0
0,31,1317.62,1
199,38,436.18,1
136,57,325.04,0
100,23,587.0600000000001,0
54,18,315.06,1
14,51,817.86,1
6,1,17.0,1
119,16,252.1,0
164,12,320.62,1
140,10,185.04999999999998,1
28,54,1712.49,0
37,32,592.1,0
28,31,839.76,0
57,37,1156.4,0
148,13,336.96,1
3,18,1494.1200000000001,0
118,18,611.88,1
162,200,693.93,0
43,16,195.74,1
83,30,161.38,1
70,8,135.75000000000003,1
17,171,931.68,0
111,34,612.78,1
89,30,232.21,1
115,74,287.89,0
12,36,550.26,0
217,11,249.0,1
267,13,289.35,1
1,73,3706.7,0
43,38,694.7,0
15,54,2278.5,0
1,206,10619.27,0
259,16,283.53000000000003,0
162,21,517.55,1
177,8,159.3,0
12,15,306.37,0
271,7,124.14,0
149,37,535.34,1
8,94,1949.3600000000001,0
146,1,175.2,1
23,132,2282.3,0
57,29,734.13,1
33,22,375.0,1
196,1,76.32000000000001,1
42,11,163.68,0
28,80,1408.7,0
168,29,1829.04,1
15,56,1023.54,0
51,69,1445.17,0
181,14,348.2,1
40,279,3063.7,0
152,2,37.4,1
132,6,856.6,1
3,63,2361.2,0
12,102,1560.66,0
30,49,800.35,0
26,23,1009.55,1
69,42,736.89,0
38,8,197.9,1
0,162,10254.18,1
30,17,4844.0,0
5,37,985.8000000000001,0
132,19,335.0,0
3,151,2696.5299999999997,0
13,205,4601.32,0
41,52,755.03,0
162,47,2615.68,0
136,19,314.45,1
64,58,550.57,0
9,19,303.8,0
260,18,365.27,1
47,24,378.3,0
79,27,112.35,0
24,55,409.86,0
189,40,497.59000000000003,0
19,41,2116.9,0
16,70,10904.08,0
183,30,498.15000000000003,0
70,44,1062.75,1
167,37,914.9300000000001,1
135,15,304.25,1
14,72,2635.48,0
175,32,315.37,0
218,137,846.72,1
41,66,865.88,0
49,129,953.64,0
103,8,255.12,1
125,6,314.22,1
112,12,358.2,0
89,35,542.03,1
43,31,725.04,0
229,9,326.5,0
86,36,665.29,0
89,15,347.9,0
14,434,1507.8700000000001,0
65,80,846.59,0
111,91,1522.75,1
21,51,769.7,0
70,16,114.56,1
12,49,1440.77,0
161,24,389.44,1
155,53,1700.4,0
31,196,1797.75,0
166,13,752.4300000000001,1
76,2,46.95,1
27,89,3741.0600000000004,0
13,76,418.38,0
10,194,4062.02,0
15,50,761.12,0
253,54,1141.24,1
26,78,893.03,0
16,25,411.7,1
273,67,357.95,1
96,33,559.87,1
76,6,810.6,1
0,23,566.38,1
76,16,359.08000000000004,0
239,11,168.3,1
20,74,586.35,0
69,8,142.5,1
21,17,302.25,1
107,61,1129.74,0
168,20,301.9,1
86,7,114.30000000000001,0
26,11,233.22,1
15,129,4036.33,0
38,22,361.22,1
113,41,632.27,1
7,3,1600.0,0
6,42,706.57,1
230,14,226.37,1
57,115,2212.81,0
19,69,1341.65,1
117,3,404.40000000000003,1
72,56,1038.46,1
205,8,223.65,0
96,1,207.50000000000003,1
28,118,428.68,1
55,13,416.02000000000004,0
17,116,1224.92,0
99,210,2469.64,0
12,17,48.96,0
30,54,659.27,0
23,35,14369.2,0
57,11,214.8,1
184,20,109.95,1
7,153,549.07,1
101,29,797.65,0
7,13,283.71000000000004,0
58,2,101.10000000000001,1
28,165,775.14,0
190,9,53.5,1
233,22,376.7,0
232,8,153.9,1
3,66,3325.9100000000003,0
97,31,211.77,1
62,12,257.95,0
84,22,462.15000000000003,0
76,51,1246.83,0
37,29,347.55,0
23,36,862.56,0
262,37,170.91,0
96,15,354.45,0
17,180,953.11,0
162,27,156.3,0
167,5,676.2,1
147,23,362.95,1
168,53,309.46,0
163,24,409.1,0
58,39,274.85,0
153,4,61.10000000000001,0
222,4,94.36,1
105,16,670.1700000000001,0
169,45,221.19,1
42,186,1506.63,0
71,60,933.1,0
68,109,967.25,0
54,82,1705.8,1
135,31,178.41,0
31,107,2455.42,0
164,60,299.6,1
212,10,177.5,1
202,5,167.25,1
10,124,1529.6200000000001,0
50,160,1039.27,0
269,21,131.5,0
180,3,50.8,0
126,18,145.91,0
12,51,972.23,1
7,287,28566.72,0
91,5,133.56,1
202,21,302.7,1
176,11,328.37,0
163,9,241.06,1
6,2,284.55,1
113,83,642.81,1
92,41,724.22,0
114,35,272.46,0
191,13,211.0,0
127,102,437.03,0
94,45,240.08,0
105,2,2.9,0
35,36,259.01,1
98,20,188.89000000000001,1
97,40,707.69,1
49,11,311.92,1
104,59,1133.78,0
3,99,1700.77,0
118,9,208.36,1
6,133,2151.5,0
77,33,151.42,1
85,2,68.0,0
104,19,319.37,0
42,95,385.0,0
3,91,1002.1800000000001,0
146,69,276.88,0
15,95,539.13,0
174,13,223.95000000000002,1
64,18,316.11,1
45,105,355.57,0
43,27,459.3,0
31,121,1999.26,0
92,19,139.35,1
73,25,404.3,1
14,22,354.57,0
73,34,782.29,0
196,50,826.53,1
176,33,246.51,0
107,71,1185.04,0
103,87,1550.7,0
61,15,100.97,1
260,19,365.45,1
230,1,165.0,0
6,84,1431.93,1
196,13,363.70000000000005,1
272,13,248.1,1
44,103,582.7,0
50,71,987.61,0
177,17,162.70000000000002,1
184,11,190.7,0
265,5,103.7,0
86,156,1046.57,1
15,153,4768.25,0
17,139,9998.55,0
71,15,290.36,1
90,30,455.25,1
27,45,684.53,0
35,3,4516.8,0
10,55,548.97,1
119,38,1053.61,0
64,3,339.3,1
190,25,787.15,1
24,143,781.52,0
8,251,2298.97,1
30,22,617.17,0
142,17,379.73,1
63,84,5719.82,1
122,21,314.11,0
9,9,151.98000000000002,0
5,160,2556.37,0
37,6,101.15,0
21,268,4362.4,0
258,20,332.18,0
264,3,173.7,1
70,9,463.88,0
94,35,865.6,1
27,78,2134.07,0
76,59,896.79,0
27,57,1009.6,1
190,16,292.63,0
82,9,105.84,1
13,6,313.62,1
273,14,233.45,1
154,14,611.94,0
148,8,463.95,1
132,13,225.15,1
6,15,214.68,0
36,128,2214.33,0
89,21,255.5,0
266,6,120.65,0
185,10,145.05,1
153,18,237.46,0
28,111,2267.58,0
35,154,2710.04,0
119,6,75.66,1
86,10,129.49,1
19,51,870.3000000000001,0
82,26,506.19,1
57,11,210.10000000000002,0
135,5,151.85,1
110,54,1441.29,0
163,14,226.21,1
160,5,95.75999999999999,0
47,22,609.41,0
145,5,129.45000000000002,1
97,21,426.43,0
174,23,333.08,1
13,102,2165.34,0
6,87,1619.8400000000001,0
14,62,1168.26,0
122,9,217.9,1
23,32,530.55,0
6,79,1429.71,0
106,20,471.15000000000003,0
5,12,231.1,1
107,15,307.73,0
145,27,487.51,1
77,62,833.78,1
69,14,214.06,1
9,80,4525.87,0
41,29,601.27,1
31,139,1868.89,0
20,51,6257.0,0
48,136,446.11,0
268,8,123.24,1
89,2,39.12,1
110,5,384.36,0
262,9,135.4,1
184,21,203.35,0
16,17,266.52,0
6,204,3239.9700000000003,0
64,3,1382.88,0
12,90,6303.74,0
113,64,1098.5,0
19,104,1830.34,0
266,3,129.75,1
44,34,1332.68,0
58,15,626.3,0
33,168,33883.5,0
3,401,2065.52,0
101,5,86.5,0
156,3,1276.0,1
171,22,157.56,0
35,10,657.9,1
141,21,112.75,1
126,5,1998.0,1
21,255,4095.9500000000003,0
29,110,4050.42,0
44,139,8194.43,0
14,70,291.53,0
99,50,1984.5900000000001,0
38,307,1843.89,0
40,10,909.87,0
8,242,2017.06,0
15,399,3970.77,0
118,93,1161.53,1
166,2,901.2,1
62,64,1136.16,0
269,45,623.75,1
48,139,1286.43,0
162,37,292.47,1
6,147,3234.5,0
7,42,424.15000000000003,0
202,151,781.02,1
96,102,795.19,0
264,46,272.82,1
66,143,550.0,0
14,413,5016.45,0
134,37,480.94,0
14,33,306.15999999999997,0
139,68,1097.92,0
197,1,3.75,1
76,13,323.0,1
13,167,1885.8600000000001,0
45,57,241.69,0
19,316,5910.93,0
0,321,4421.08,0
117,34,910.2,0
21,47,416.12,0
272,9,207.5,1
272,2,2002.4,1
14,170,1496.83,1
114,13,239.4,1
218,7,106.83000000000001,1
44,13,314.15000000000003,0
98,23,611.8499999999999,1
26,145,522.0600000000001,0
194,1,34.0,1
173,34,1145.6,1
13,172,4234.36,0
3,43,286.49,0
160,40,380.39,1
136,104,656.48,0
175,176,1655.95,0
16,32,542.2,0
22,102,1174.55,0
157,39,177.25,0
174,5,93.18,0
6,233,6394.7300000000005,0
0,60,425.19,1
272,17,311.25,1
38,158,1642.3500000000001,0
23,155,597.48,1
22,150,800.27,0
182,12,110.38,1
8,153,628.5,0
265,66,414.88,1
63,76,1619.73,1
170,19,118.05,0
73,98,460.59000000000003,1
3,103,801.49,1
42,67,1121.59,1
174,19,166.5,0
36,91,470.69,0
92,15,309.54,1
260,15,479.35,1
13,324,1062.18,0
8,268,5206.6900000000005,0
3,28,417.06,1
85,60,1179.43,0
6,117,2102.4,0
127,38,358.38,1
64,13,222.9,0
85,11,318.7,0
12,7,113.5,0
56,11,197.22,1
84,12,199.15,1
159,32,671.2900000000001,0
127,24,413.46,1
28,10,180.85,1
16,2,91.32000000000001,0
57,90,1911.74,0
97,25,588.85,1
9,190,10869.28,0
37,99,1561.06,0
0,63,1264.19,1
34,263,7371.6,0
86,8,124.57,1
233,19,332.41,1
76,7,113.06,0
268,10,375.69000000000005,1
44,52,747.81,1
58,2,70.80000000000001,0
266,9,164.25,0
40,11,207.74,1
65,57,387.68,0
110,106,2037.82,0
5,4,464.68000000000006,0
27,151,3871.47,0
44,59,1138.2,0
52,50,188.98,0
26,117,856.91,0
139,15,215.70000000000002,0
87,38,276.73,1
257,30,190.65,0
94,135,1578.67,1
41,106,437.92,0
83,20,102.97999999999999,0
266,45,145.93,1
199,37,289.78,1
77,103,319.46999999999997,0
49,68,510.18,0
16,44,1706.88,1
8,607,3034.07,0
136,63,853.9300000000001,0
86,42,394.94,0
48,120,711.88,0
34,63,1558.38,0
190,8,113.44,1
27,31,382.39000000000004,0
272,50,198.08,0
176,9,391.52,1
59,55,523.03,0
56,327,2596.45,1
52,390,4398.54,0
271,14,230.25,1
15,6,543.05,1
1,171,2204.25,0
27,28,428.88,0
3,601,2918.8,0
139,20,224.73,0
79,220,2410.75,0
69,186,1868.3600000000001,0
36,197,1449.14,0
111,33,816.73,1
13,160,2705.21,0
135,21,406.48,1
38,19,435.02,1
85,32,893.75,0
